title,vote_average,vote_count,release_date,revenue,overview,poster_path,youtubeId
Mega Piranha,3.2,136,2010-04-10,0,"When a science experiment goes horribly wrong, gigantic fish gain appetites for human flesh.",/vZB82Iqg28c5UxY3maGg1gGr3yF.jpg,pFhSogGnu4I
From Within,5.548,135,2008-04-25,66456,"When the citizens of a small evangelical town systematically begin committing suicide, a young girl struggling to reconcile her Christian upbringing with her desire to experience the outside world finds her faith put to the ultimate test.",/yyAiGq6SycABwV9m9KqqB2i6Ctl.jpg,tTNtrVJ7Rs8
Masquerade,7.7,135,2012-09-13,0,"Though it places his own life in danger, a look-alike commoner secretly takes the place of a poisoned king to save his country from falling into chaos.",/htOuhpB44segRvgwkQWyPYvMp7b.jpg,l4RpoT-Lps8
Geography Club,6.222,135,2013-04-27,0,"A coming-of-age movie that tells a story unfolding in every high school around the country -- a story of kids hiding their true identities in plain sight, even as they feverishly pursue their hearts' desires.",/oPwDoem41nOxe1tEI5p65tYTbpe.jpg,Kyv91MU52CM
Forks Over Knives,7.1,135,2011-05-06,664747,"Examines the profound claim that most, if not all, of the degenerative diseases that afflict us can be controlled, or even reversed, by rejecting our present menu of animal-based and processed foods.",/8nG4dXqfPuoBfgMlrsd8oPvvKPi.jpg,F-OzTWY2J8E
YellowBrickRoad,4.664,134,2010-01-23,0,"In the Fall of 1940, the entire population of Friar, New Hampshire walked together up a winding mountain trail and into the wilderness. Without warning, they left behind everything: their homes, their clothes, and their money. The only clue where they went was a single word etched into stone near the forest’s edge: YELLOWBRICKROAD.",/p4QniB5ek1DCD2EHZSDvcwyVkrZ.jpg,yzJgKbk50JQ
Another Country,6.474,134,1984-06-01,0,"In Moscow in 1983, an American journalist interviews Guy Bennett, who recalls his last year at public school, fifty years before, and how it contributed to him becoming a spy.",/9wLbEvG9rYfSPnAXLvCz8T0Una2.jpg,Lf8SvfsVCmg
L!fe Happens,5.44,134,2011-06-18,30905,"A comedy centered on two best friends, Kim and Deena, who fight to maintain normalcy in their lives after Kim gets pregnant and has a baby.",/xFq3IQEWCBBoPP7pCb4TarAi8tt.jpg,93zM_4SugMI
Amer,6.252,133,2009-09-23,0,"Ana is confronted with body and desire at three key moments of her life. As a young girl, she brings her dead grandpa back to life. In her puberty, she discovers the power of decay and sexuality. Finally, she wrestles with loss and loneliness when she returns to her parental home, now derelict.",/93XYVtdMvk05WLvjGs5qeyHtFVL.jpg,P2uQWKleAzM
Bellflower,5.936,133,2011-04-16,101236,"Two friends spend all their free time building flame-throwers and weapons of mass destruction in hopes that a global apocalypse will occur and clear the runway for their imaginary gang ""Mother Medusa"".",/4bGB2k4JngWLVABKIw1S7cnlh5h.jpg,j3KX2IPTbjE
Ishtar,4.443,132,1987-05-15,14375181,"Two terrible lounge singers get booked to play a gig in a Moroccan hotel but somehow become pawns in an international power play between the CIA, the Emir of Ishtar, and the rebels trying to overthrow his regime.",/dX7O1ixhaCSlAWadCYYvBKEdwYu.jpg,8KdQ7Gig770
Cat Run,5.326,132,2011-04-01,65708,"When a sexy, high-end escort holds the key evidence to a scandalous government cover-up, two bumbling young detectives become her unlikely protectors from a ruthless assassin hired to silence her.",/2QnqQn7W2IjVEgK6mmUIkfQWY19.jpg,1JbTsW3QqP8
Mystery Team,6.323,130,2009-08-28,0,A group of former Encyclopedia Brown-style child-detectives struggle to solve an adult mystery.,/npi5W12mH4HTXzCoYnRzRtrnIhP.jpg,nxx1vOhlqmM
Caravaggio,6.146,130,1986-08-29,0,"A retelling of the life of the celebrated 17th-century Baroque painter Michelangelo Merisi da Caravaggio through his brilliant, nearly blasphemous paintings and his flirtations with the underworld.",/4TsayIEhoId7iahurgpKSNdSdEo.jpg,Z5ZvKnLNZpg
Free to Play,6.919,130,2014-03-19,0,"Follow three professional video game players as they overcome personal adversity, family pressures, and the realities of life to compete in a $1,000,000 tournament that could change their lives forever.",/ohLJT2UiFLsiw3SeXrbw6dxT7Fg.jpg,R-RKqGaNq-Y
Lymelife,6.042,130,2008-09-08,0,"A coming of age dramedy where infidelity, real estate, and Lyme disease have two families falling apart on Long Island in the early eighties. Scott, 15, is at the point in his life when he finds out that the most important people around him, his father, his mother, and his brother, are not exactly who he thought they were. They are flawed and they are human.",/jLo39N9UuiRJlL3cRytkM7BzZK5.jpg,qRckkaOLaRw
Sniper 2,5.399,129,2002-12-28,0,"A former Marine sniper is lured back in on a top-secret mission to take out a rogue general accused of running a stealth operation of hit-and-run ethnic cleansing missions in an area known as ""No Man's Land.""",/dmHfc2h9bpCFOloUj54jntM0c9L.jpg,pbIXViyOl4M
Elektra Luxx,4.7,128,2011-03-11,10,"A favor for a woman from her past throws the life of a pregnant, retired porn star into chaos.",/eLv57AjGugpx2shfaq9crEBVioL.jpg,0mZ2frHg2pA
Novocaine,5.941,128,2001-11-23,2025238,A dentist finds himself a murder suspect after a sexy patient seduces him into prescribing her drugs.,/6ZVFepWKzYho4DLhyFVuRk7klZ1.jpg,xEKZyITGsJQ
Greed,5.6,127,2019-09-07,0,A retail billionaire's 60th birthday party is celebrated in an exclusive hotel on the Greek island of Mykonos.,/mZPmDFlVp1BSGQD4QCKHOwbXLfv.jpg,MGjSpPgJAoA
Flesh & Blood,6.886,127,2018-11-02,0,"Kimberly, a teenager suffering from agoraphobia, has not left the house since her mother's unsolved murder. On the eve of Thanksgiving, she begins to suspect that the safe harbor of home and her doting father may be a dangerous mirage.",/vvgWkpGsuCSzNZuqenQZUl9EtXe.jpg,3djxsIb9KHc
Nude Nuns with Big Guns,4.4,126,2010-09-24,0,"Upon taking her vows to become a nun, Sister Sarah is abused, brainwashed and also drugged into submission by the corrupt clergy. On the verge of her own death from a lethal dose of drugs, Sister Sarah receives a message from God telling her to take vengeance on all those who did wrong to her. Armed with God's will and an arsenal of big guns, she dispenses Judgment Day on her former tormentors. When the church hires the merciless motorcycle gang ""Los Muertos"" to track down and to kill her they soon realize that this sister is one bad mother.",/5EEtzqJeNZKbh0PTEBQmc8QotJs.jpg,jKYVtU7G0IA
Moonshot,6.829,126,2022-05-05,0,"In a future where Mars is terraformed and colonized by the best humanity has to offer, two very different college students wind up joining forces and sneak onboard a space shuttle to the red planet in order to be united with their significant others.",/thqgzBPEDYQX0taszVus5nYMtTZ.jpg,o8sHjY9L-xw
Kiss of the Damned,5.071,126,2012-11-07,14752,"Beautiful vampire Djuna tries to resist the advances of the handsome, human screenwriter Paolo, but eventually gives in to their passion. When her seductive and highly volatile sister Mimi unexpectedly comes to visit, she threatens Djuna's new relationship, and the whole vampire community becomes endangered.",/oUrphKci0e2GyFaInyJLvr8Gbi3.jpg,Qk8kKHed20Q
House of D,6.26,125,2005-04-29,389866,"In the present, artist Tom Warshaw recalls his traumatic coming of age. As a 13-year-old growing up in New York City in 1973, Tom hangs out with Pappass, a mentally disabled man. With Tom's mother battling depression after the death of her husband, the young boy is left to his own devices. When Tom develops a crush on schoolmate Melissa, Pappass feels abandoned and begins behaving erratically.",/oVBMJQKHVTbXM8vEph3RhS4mKgr.jpg,zSL5WLdTT8s
Angry Video Game Nerd: The Movie,5.308,125,2014-07-21,0,"Based on the hit web series of the same name, the science fiction/adventure/comedy, Angry Video Game Nerd: The Movie, follows a disgruntled gamer who must overcome his fear of the worst video game of all time in order to save his fans. Hilarity ensues as a simple road trip becomes an extravagant pursuit of the unexpected.",/vXEKVaCbCUd53CYKkI0B7u1LBB6.jpg,4tfsQMoAg80
Boy Wonder,6.468,125,2010-08-11,0,"A young Brooklyn boy witnesses the brutal murder of his mother and grows up obsessed with finding her killer. Thus begins his life as a quiet, straight-A student by day and a self-appointed hero at night. But what is a real hero? And who decides what is right or wrong? As the boundaries blur, Sean's dual life wears on his psyche and his two worlds careen dangerously close to colliding. Like a graphic novel you can't put down, Boy Wonder challenges morality, distorting perceptions of what is right and what is justified, as it races to its shocking conclusion.",/kCbNgQDx4Y11N3M9b5aiEILbSZl.jpg,4HYhudl6nwM
Kit Kittredge: An American Girl,6.4,125,2008-07-02,17657973,"The Great Depression hits home for nine year old Kit Kittredge when her dad loses his business and leaves to find work. Oscar nominee Abigail Breslin stars as Kit, leading a splendid cast in the first ever ""American Girl"" theatrical movie. In order to keep their home, Kit and her mother must take in boarders - paying house - guests who turn out to be full of fascinating stories. When mother's lockbox containing all their money is stolen, Kit's new hobo friend Will is the prime suspect. Kit refuses to believe that Will would steal, and her efforts to sniff out the real story get her and friends into big trouble. The police say the robbery was an inside job, committed by someone they know. So if it wasn't Will, then who did it.",/niHi0hJSryO5DpSVNCMASc3EELc.jpg,F_tl7YF2tFc
Project Nim,6.812,125,2011-07-08,0,"From the team behind Man on Wire comes the story of Nim, the chimpanzee who in the 1970s became the focus of a landmark experiment which aimed to show that an ape could learn to communicate with language if raised and nurtured like a human child. Following Nim's extraordinary journey through human society, and the enduring impact he makes on the people he meets along the way, the film is an unflinching and unsentimental biography of an animal we tried to make human. What we learn about his true nature - and indeed our own - is comic, revealing and profoundly unsettling.",/bKvxfhFK4hSgY19ObJ30bQYtyli.jpg,yxQap9AAPOs
Good Boy!,5.609,124,2003-10-10,0,"An intergalactic dog pilot from Sirius (the dog star), visits Earth to verify the rumors that dogs have failed to take over the planet.",/kZDXSPfeKNtai6l8yE4J5LwVQMY.jpg,yWHrl0vEHDg
Pariah,6.821,124,2011-12-27,769552,"A Brooklyn teenager juggles conflicting identities and risks friendship, heartbreak, and family in a desperate search for sexual expression.",/lX9Ss9LH3bsAoGWDvsPv4zZG9fa.jpg,pNRdxsTmV1U
There Be Dragons,5.024,123,2011-03-25,0,"Arising out of the horror of the Spanish Civil War, a candidate for canonization is investigated by a journalist who discovers his own estranged father had a deep, dark and devastating connection to the saint's life.While researching the life of Josemaria Escriva, the controversial founder of Opus Dei, the young journalist Robert uncovers hidden stories of his estranged father Manolo, and is taken on a journey through the dark, terrible secrets of his family’s past.",/7y6ehxTLB1ZJl3xFVFbhcnoJx1m.jpg,z17OEqbrOOQ
Lola Versus,4.927,123,2012-04-24,252603,"Just three weeks before her wedding, Lola (Greta Gerwig) finds herself suddenly without a partner when her longtime fiance, Luke (Joel Kinnaman), dumps her. With her 30th birthday looming and being forced to re-enter the New York City dating scene, she feels adrift in a cold world. She leans on her friends (Zoe Lister-Jones, Hamish Linklater) for support but, after a series of romantic humiliations, professional blunders and boozy antics, Lola realizes that she alone is in charge of her fate.",/vAmofQjo2lECavOLlK72O3kFNc0.jpg,15kG87BW22Y
Mr Hublot,6.852,122,2013-10-14,0,"Mr Hublot is a withdrawn, idiosyncratic character with OCD, scared of change and the outside world. Robot Pet's arrival turns his life upside down: he has to share his home with this very invasive companion.",/cUDszLzmJ8SoB9ls4NyyTdfkdVY.jpg,b94E_6cJDCg
LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,6.516,122,2015-02-10,0,"Superman’s clone, Bizarro, has become an embarrassing problem. Chaos and destruction follow Bizarro everywhere as he always hears the opposite of what is said, says the opposite of what he means and does the opposite of what is right. And when the citizens of Metropolis keep confusing Bizarro with Superman, the Man of Steel decides it’s time to find a new home for him…on another planet! It’s up to the Justice League to come to terms with their backward counterparts and team up with them to stop Darkseid and save the galaxy!",/bp0exZFHBLV0gWNXkBINtymOeom.jpg,o4zQYmowEVk
Bad Biology,4.631,122,2008-02-08,0,"Driven by biological excess, a young man and woman search for sexual fulfillment, unaware of each other's existence. Unfortunately, they eventually meet, and the bonding of these two very unusual human beings ends in an explosive and ultimately over-the-top sexual experience, resulting in a truly god awful love story....",/yIPDDjtCQv8MPEmTFOD1n9WGOB2.jpg,3qE7r6AXoAE
Disclosure,7.996,122,2020-06-19,0,"An investigation of how Hollywood's fabled stories have deeply influenced how Americans feel about transgender people, and how transgender people have been taught to feel about themselves.",/2MB2FPNxdSlykbH7ghBltoBYnTH.jpg,ih2-TLzLjgk
Grace Is Gone,6.4,122,2007-12-07,0,"Upon hearing his wife was killed in the Iraq war, a father takes his two daughters on a road trip, all the while searching for the right time and place to tell them about their mother's fate.",/tRRpa2YNkBTb8i36PmwnV6H8kyP.jpg,VidaeYteguA
